12921, 5200, 13155, 9403, 11819, 6989, 
12925, 5282, 13155, 9403, 11819, 6989, 
12931, 5814, 13155, 9403, 11819, 6989, 
12949, 5817, 13155, 9403, 11819, 6989, 
12957, 5819, 13155, 9403, 11819, 6989, 
12979, 5821, 13155, 9403, 11819, 6989, 
12981, 5822, 13155, 9403, 11819, 6989, 
13031, 5827, 13155, 9403, 11819, 6989, 
13168, 5834, 13155, 9403, 11819, 6989, 
13174, 5839, 13155, 9403, 11819, 6989, 
13183, 5928, 13155, 9403, 11819, 6989, 
13183, 5961, 13155, 9403, 11819, 6989, 
13183, 6083, 13155, 9403, 11819, 6989, 
13183, 9350, 13155, 9403, 11819, 6989, 
13183, 12859, 13155, 9403, 11819, 6989, 
13183, 12860, 13155, 9403, 11819, 6989, 
13183, 12861, 13155, 9403, 11819, 6989, 
13183, 12882, 13155, 9403, 11819, 6989, 
13183, 12889, 13155, 9403, 11819, 6989, 
13183, 13000, 13155, 9403, 11819, 6989, 
13183, 13019, 13155, 9403, 11819, 6989, 
13183, 13025, 13155, 9403, 11819, 6989, 
13183, 13071, 13155, 9403, 11819, 6989, 
13183, 13072, 13155, 9403, 11819, 6989, 
13183, 13075, 13155, 9403, 11819, 6989, 
13183, 13083, 13155, 9403, 11819, 6989, 
