88, 88, 227, 304, 4813, 4799, 
326, 182, 891, 4794, 5305, 4811, 
327, 183, 905, 4795, 5446, 4855, 
431, 347, 1190, 4811, 5656, 4857, 
888, 432, 4644, 4819, 5658, 4994, 
1179, 436, 4646, 4843, 5692, 4998, 
1183, 869, 4647, 4851, 5895, 5005, 
1184, 888, 4652, 4931, 5999, 5137, 
1188, 892, 4792, 4933, 7661, 5141, 
1217, 926, 4811, 5032, 7827, 5335, 
1219, 1183, 4818, 5035, 7829, 5349, 
1222, 1216, 4839, 5037, 11819, 5357, 
1250, 1219, 4842, 5128, 11819, 5415, 
1252, 1246, 4929, 5138, 11819, 5706, 
1260, 1249, 4934, 5335, 11819, 5893, 
1263, 1251, 5002, 5339, 11819, 5935, 
1270, 1259, 5003, 5393, 11819, 6989, 
1318, 1282, 5015, 5398, 11819, 6989, 
1349, 1295, 5017, 5399, 11819, 6989, 
1350, 1299, 5019, 5400, 11819, 6989, 
1356, 1303, 5021, 5409, 11819, 6989, 
1360, 1306, 5024, 5894, 11819, 6989, 
1403, 1309, 5027, 9399, 11819, 6989, 
1409, 1315, 5037, 9403, 11819, 6989, 
1412, 1317, 5121, 9403, 11819, 6989, 
1448, 1319, 5126, 9403, 11819, 6989, 
1457, 1321, 5305, 9403, 11819, 6989, 
2796, 1325, 5312, 9403, 11819, 6989, 
3724, 1344, 5324, 9403, 11819, 6989, 
4657, 1360, 5329, 9403, 11819, 6989, 
4658, 1364, 5331, 9403, 11819, 6989, 
4659, 1391, 5337, 9403, 11819, 6989, 
4672, 1433, 5341, 9403, 11819, 6989, 
4674, 4404, 5395, 9403, 11819, 6989, 
4677, 4643, 5398, 9403, 11819, 6989, 
4748, 4649, 5403, 9403, 11819, 6989, 
4751, 4651, 5660, 9403, 11819, 6989, 
4754, 4654, 5890, 9403, 11819, 6989, 
4755, 4659, 5931, 9403, 11819, 6989, 
4757, 4660, 5934, 9403, 11819, 6989, 
4805, 4663, 13041, 9403, 11819, 6989, 
4806, 4666, 13059, 9403, 11819, 6989, 
4808, 4672, 13066, 9403, 11819, 6989, 
4835, 4677, 13070, 9403, 11819, 6989, 
4895, 4678, 13072, 9403, 11819, 6989, 
4897, 4682, 13073, 9403, 11819, 6989, 
4901, 4683, 13075, 9403, 11819, 6989, 
4910, 4686, 13081, 9403, 11819, 6989, 
4912, 4688, 13085, 9403, 11819, 6989, 
4914, 4689, 13092, 9403, 11819, 6989, 
4917, 4691, 13098, 9403, 11819, 6989, 
4919, 4693, 13099, 9403, 11819, 6989, 
4920, 4697, 13101, 9403, 11819, 6989, 
4921, 4700, 13109, 9403, 11819, 6989, 
4923, 4701, 13121, 9403, 11819, 6989, 
4925, 4702, 13126, 9403, 11819, 6989, 
4929, 4703, 13129, 9403, 11819, 6989, 
4933, 4707, 13130, 9403, 11819, 6989, 
4971, 4709, 13131, 9403, 11819, 6989, 
4973, 4717, 13132, 9403, 11819, 6989, 
5115, 4721, 13134, 9403, 11819, 6989, 
5191, 4726, 13136, 9403, 11819, 6989, 
5238, 4727, 13144, 9403, 11819, 6989, 
5584, 4736, 13147, 9403, 11819, 6989, 
5814, 4741, 13150, 9403, 11819, 6989, 
5816, 4744, 13155, 9403, 11819, 6989, 
5819, 4753, 13155, 9403, 11819, 6989, 
5822, 4756, 13155, 9403, 11819, 6989, 
5824, 4757, 13155, 9403, 11819, 6989, 
5829, 4777, 13155, 9403, 11819, 6989, 
5833, 4778, 13155, 9403, 11819, 6989, 
5840, 4790, 13155, 9403, 11819, 6989, 
5924, 4804, 13155, 9403, 11819, 6989, 
5955, 4806, 13155, 9403, 11819, 6989, 
5958, 4810, 13155, 9403, 11819, 6989, 
5960, 4818, 13155, 9403, 11819, 6989, 
12806, 4833, 13155, 9403, 11819, 6989, 
12808, 4842, 13155, 9403, 11819, 6989, 
12812, 4843, 13155, 9403, 11819, 6989, 
12813, 4913, 13155, 9403, 11819, 6989, 
12814, 4914, 13155, 9403, 11819, 6989, 
12819, 4918, 13155, 9403, 11819, 6989, 
12821, 4921, 13155, 9403, 11819, 6989, 
12825, 4923, 13155, 9403, 11819, 6989, 
12827, 4924, 13155, 9403, 11819, 6989, 
12829, 4943, 13155, 9403, 11819, 6989, 
12830, 4946, 13155, 9403, 11819, 6989, 
12835, 4949, 13155, 9403, 11819, 6989, 
12836, 4957, 13155, 9403, 11819, 6989, 
12839, 4972, 13155, 9403, 11819, 6989, 
12846, 4976, 13155, 9403, 11819, 6989, 
12851, 5015, 13155, 9403, 11819, 6989, 
12853, 5030, 13155, 9403, 11819, 6989, 
12855, 5033, 13155, 9403, 11819, 6989, 
12857, 5048, 13155, 9403, 11819, 6989, 
12858, 5059, 13155, 9403, 11819, 6989, 
12860, 5060, 13155, 9403, 11819, 6989, 
12862, 5062, 13155, 9403, 11819, 6989, 
12863, 5064, 13155, 9403, 11819, 6989, 
12866, 5067, 13155, 9403, 11819, 6989, 
12869, 5070, 13155, 9403, 11819, 6989, 
12873, 5077, 13155, 9403, 11819, 6989, 
12876, 5083, 13155, 9403, 11819, 6989, 
12895, 5084, 13155, 9403, 11819, 6989, 
12896, 5086, 13155, 9403, 11819, 6989, 
12906, 5114, 13155, 9403, 11819, 6989, 
12910, 5189, 13155, 9403, 11819, 6989, 
12915, 5197, 13155, 9403, 11819, 6989, 
